corresponding_gene_call	D100_OUT	D11_OUT	D17_OUT	D26_OUT	D27_OUT	D2_OUT	D32_OUT	D34_OUT	D36_OUT	D40_OUT	D42_OUT	D60_OUT	D65_OUT	D71_OUT	D7_OUT	D85_OUT	D87_OUT	D88_OUT	D92_OUT
22298	0.0	3.0	4.0	3.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
51997	6.0	22.0	8.0	7.0	6.0	12.0	1.0	3.0	22.0	5.0	0.0	1.0	1.0	3.0	3.0	0.0	17.0	0.0	17.0
51998	0.0	5.0	6.0	2.0	0.0	5.0	1.0	2.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0	5.0
51999	10.0	7.0	5.0	10.0	4.0	10.0	7.0	10.0	7.0	0.0	1.0	0.0	1.0	0.0	13.0	0.0	8.0	0.0	11.0
52000	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
52001	0.0	19.0	11.0	11.0	0.0	16.0	4.0	4.0	17.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	18.0	0.0	10.0
52002	0.0	6.0	7.0	4.0	0.0	6.0	0.0	1.0	10.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	10.0	0.0	6.0
52003	0.0	5.0	6.0	10.0	0.0	6.0	11.0	5.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	1.0	4.0
52004	0.0	2.0	2.0	1.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0
52005	0.0	20.0	7.0	17.0	1.0	15.0	10.0	6.0	22.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	17.0	0.0	17.0
52006	0.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0
52007	0.0	4.0	1.0	1.0	0.0	1.0	0.0	1.0	5.0	10.0	0.0	0.0	8.0	5.0	1.0	0.0	1.0	0.0	0.0
52008	0.0	6.0	4.0	3.0	0.0	3.0	1.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	13.0	0.0	4.0
52009	0.0	8.0	9.0	2.0	0.0	8.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	0.0	7.0
52010	0.0	9.0	6.0	7.0	0.0	7.0	0.0	2.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	9.0
52011	0.0	2.0	1.0	1.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
52012	0.0	12.0	6.0	7.0	0.0	10.0	3.0	5.0	9.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	13.0	1.0	6.0
52013	0.0	22.0	10.0	22.0	0.0	16.0	3.0	9.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	12.0
52014	0.0	13.0	5.0	9.0	0.0	6.0	4.0	3.0	9.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	0.0	5.0
52015	0.0	6.0	1.0	7.0	0.0	3.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	3.0	3.0
52016	0.0	37.0	8.0	8.0	0.0	7.0	3.0	7.0	30.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	12.0	0.0	8.0
52017	0.0	87.0	16.0	23.0	0.0	16.0	8.0	10.0	36.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	23.0	0.0	13.0
52018	0.0	16.0	4.0	5.0	0.0	7.0	1.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	6.0
52019	0.0	11.0	2.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0
52020	0.0	10.0	2.0	3.0	0.0	3.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	4.0
71429	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
71430	0.0	20.0	14.0	18.0	0.0	28.0	3.0	6.0	60.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	20.0	0.0	18.0
71431	0.0	6.0	2.0	2.0	0.0	7.0	2.0	1.0	26.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	5.0
71432	0.0	14.0	7.0	6.0	0.0	12.0	2.0	2.0	38.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	17.0	0.0	3.0
71433	0.0	9.0	6.0	2.0	0.0	8.0	4.0	4.0	46.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	18.0	0.0	7.0
71434	1.0	8.0	1.0	1.0	1.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0
71435	0.0	6.0	1.0	1.0	0.0	6.0	1.0	2.0	28.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0	0.0	4.0
71436	0.0	4.0	4.0	0.0	0.0	7.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	4.0
71437	1.0	12.0	3.0	5.0	0.0	8.0	0.0	1.0	18.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	6.0	0.0	5.0
71438	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74891	0.0	6.0	2.0	4.0	0.0	5.0	1.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0
74892	0.0	8.0	6.0	9.0	0.0	6.0	0.0	2.0	25.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	5.0
74893	0.0	9.0	4.0	9.0	0.0	15.0	1.0	4.0	42.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	8.0	0.0	9.0
74894	0.0	3.0	2.0	5.0	0.0	8.0	3.0	3.0	61.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	1.0	4.0
74895	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
74896	0.0	1.0	1.0	2.0	0.0	2.0	0.0	1.0	18.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	3.0	0.0	1.0
74897	0.0	2.0	2.0	1.0	0.0	2.0	3.0	1.0	8.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	6.0	0.0	3.0
74898	1.0	7.0	7.0	0.0	0.0	11.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	6.0
74899	0.0	10.0	2.0	6.0	0.0	12.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0	7.0
74900	7.0	5.0	9.0	7.0	8.0	7.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	7.0
87484	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0
87485	25.0	52.0	37.0	34.0	19.0	47.0	6.0	10.0	149.0	18.0	6.0	10.0	2.0	5.0	31.0	18.0	67.0	18.0	44.0
113732	0.0	7.0	2.0	5.0	0.0	6.0	5.0	2.0	25.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	8.0	0.0	5.0
113733	0.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	1.0
113734	0.0	7.0	1.0	4.0	0.0	6.0	5.0	3.0	32.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	11.0	0.0	6.0
113735	0.0	6.0	3.0	1.0	0.0	5.0	3.0	1.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	3.0
113736	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	17.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	7.0	0.0	1.0
113738	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
113739	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
113740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0
113741	0.0	7.0	5.0	1.0	0.0	7.0	1.0	0.0	11.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	6.0
113742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
129051	0.0	28.0	7.0	7.0	0.0	8.0	0.0	0.0	30.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	20.0	0.0	16.0
129052	0.0	23.0	3.0	13.0	0.0	11.0	5.0	4.0	22.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	23.0	0.0	18.0
129053	0.0	31.0	13.0	18.0	0.0	16.0	5.0	14.0	35.0	0.0	0.0	1.0	0.0	5.0	2.0	0.0	19.0	0.0	34.0
129054	0.0	4.0	5.0	2.0	0.0	3.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0	24.0
129055	0.0	4.0	4.0	0.0	0.0	3.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0
129056	0.0	24.0	8.0	15.0	0.0	9.0	1.0	5.0	16.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	16.0	0.0	35.0
129057	0.0	11.0	1.0	9.0	0.0	2.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	24.0
129058	0.0	14.0	1.0	4.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	16.0
129059	0.0	26.0	14.0	29.0	0.0	10.0	6.0	1.0	18.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	24.0	0.0	53.0
129060	0.0	13.0	6.0	3.0	0.0	5.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	21.0
129061	0.0	3.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0
129062	0.0	6.0	1.0	2.0	0.0	2.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0
129063	0.0	17.0	6.0	9.0	0.0	12.0	4.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	9.0
129064	0.0	27.0	7.0	16.0	0.0	12.0	2.0	7.0	17.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	15.0	0.0	15.0
129065	0.0	6.0	5.0	5.0	0.0	5.0	1.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0
250475	0.0	2.0	1.0	3.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
250476	11.0	19.0	13.0	16.0	9.0	11.0	10.0	5.0	21.0	8.0	0.0	0.0	2.0	1.0	10.0	6.0	14.0	7.0	11.0
250477	0.0	10.0	4.0	4.0	0.0	4.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	3.0
250478	0.0	35.0	14.0	27.0	0.0	13.0	1.0	0.0	43.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	12.0	0.0	12.0
250479	0.0	7.0	5.0	6.0	0.0	4.0	1.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0
250480	0.0	10.0	1.0	1.0	0.0	3.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0
250481	0.0	13.0	4.0	8.0	1.0	9.0	9.0	4.0	21.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	8.0	0.0	7.0
250482	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0
250483	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
258806	0.0	11.0	11.0	5.0	0.0	12.0	0.0	0.0	17.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	6.0	0.0	10.0
258807	0.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0
258808	0.0	3.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0
258809	0.0	10.0	8.0	4.0	0.0	12.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0	9.0
258810	0.0	17.0	8.0	8.0	0.0	18.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	15.0
258811	0.0	6.0	4.0	2.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	6.0
258812	0.0	5.0	7.0	3.0	0.0	6.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0
258813	10.0	8.0	4.0	11.0	10.0	5.0	13.0	3.0	5.0	7.0	0.0	0.0	1.0	2.0	11.0	3.0	8.0	4.0	2.0
258814	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0
258815	0.0	9.0	11.0	7.0	0.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	8.0
258816	0.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0
258817	0.0	8.0	5.0	9.0	0.0	5.0	2.0	2.0	17.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	9.0	0.0	7.0
258818	0.0	4.0	3.0	3.0	0.0	4.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0
258819	0.0	4.0	3.0	1.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0
258821	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0
258822	0.0	0.0	2.0	2.0	0.0	14.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	13.0
258823	0.0	16.0	24.0	18.0	0.0	32.0	21.0	21.0	41.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	15.0	0.0	29.0
258824	0.0	16.0	8.0	17.0	0.0	13.0	10.0	5.0	24.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	20.0	0.0	13.0
258825	0.0	31.0	4.0	9.0	0.0	14.0	5.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	13.0
258826	0.0	60.0	6.0	5.0	1.0	14.0	4.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	17.0	0.0	12.0
258827	0.0	15.0	0.0	5.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
258828	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
258829	0.0	16.0	1.0	2.0	0.0	5.0	1.0	0.0	16.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	5.0
258830	0.0	57.0	8.0	5.0	0.0	9.0	6.0	0.0	46.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	17.0	0.0	7.0
258831	0.0	10.0	7.0	0.0	1.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	13.0	0.0	4.0
258832	0.0	11.0	5.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0
258833	0.0	7.0	5.0	3.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0
261790	0.0	17.0	14.0	6.0	0.0	5.0	2.0	9.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	2.0
261791	0.0	5.0	8.0	3.0	0.0	3.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0
261792	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0
261793	0.0	24.0	16.0	15.0	0.0	20.0	2.0	8.0	19.0	0.0	0.0	5.0	1.0	0.0	2.0	0.0	7.0	0.0	12.0
262339	0.0	11.0	5.0	7.0	0.0	10.0	8.0	7.0	10.0	0.0	0.0	8.0	3.0	11.0	3.0	4.0	18.0	0.0	10.0
262340	4.0	25.0	18.0	17.0	13.0	21.0	2.0	2.0	25.0	7.0	2.0	4.0	6.0	7.0	13.0	2.0	21.0	2.0	15.0
262341	5.0	30.0	23.0	15.0	4.0	34.0	19.0	8.0	34.0	0.0	0.0	0.0	2.0	1.0	18.0	0.0	24.0	0.0	25.0
262342	0.0	6.0	3.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	5.0
262343	0.0	5.0	1.0	5.0	0.0	6.0	1.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0
296246	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296247	0.0	7.0	4.0	3.0	0.0	8.0	3.0	2.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	15.0	0.0	2.0
296248	0.0	8.0	7.0	5.0	0.0	7.0	1.0	5.0	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	6.0
296249	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296250	0.0	6.0	6.0	3.0	0.0	4.0	1.0	3.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	5.0
296251	0.0	4.0	3.0	1.0	0.0	4.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
296252	0.0	5.0	3.0	1.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0
296253	0.0	3.0	2.0	1.0	0.0	3.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	1.0
296254	0.0	20.0	22.0	14.0	0.0	16.0	1.0	6.0	29.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	20.0	0.0	14.0
300972	0.0	4.0	1.0	2.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
300973	1.0	8.0	0.0	6.0	0.0	5.0	4.0	1.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	17.0	1.0	9.0
300974	0.0	9.0	3.0	10.0	0.0	6.0	0.0	0.0	8.0	0.0	0.0	1.0	1.0	8.0	0.0	3.0	14.0	0.0	7.0
300975	9.0	14.0	10.0	1.0	17.0	9.0	0.0	0.0	10.0	14.0	0.0	0.0	0.0	6.0	9.0	1.0	14.0	0.0	10.0
300976	0.0	15.0	8.0	10.0	0.0	12.0	7.0	3.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	16.0	0.0	10.0
300977	0.0	16.0	13.0	3.0	0.0	13.0	1.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	10.0
300978	0.0	7.0	3.0	1.0	0.0	5.0	0.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	7.0
300979	3.0	20.0	7.0	2.0	3.0	18.0	9.0	2.0	22.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	19.0	0.0	17.0
323127	0.0	23.0	5.0	7.0	0.0	14.0	17.0	9.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	7.0
451861	0.0	7.0	5.0	4.0	0.0	5.0	3.0	2.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	0.0	5.0
451862	0.0	10.0	15.0	8.0	0.0	11.0	1.0	0.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	13.0	0.0	10.0
451863	2.0	6.0	2.0	6.0	1.0	5.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	9.0	0.0	4.0
451864	0.0	10.0	5.0	7.0	0.0	8.0	2.0	5.0	12.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	15.0	0.0	7.0
451865	4.0	3.0	4.0	2.0	1.0	5.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	4.0
451866	0.0	7.0	2.0	3.0	0.0	5.0	2.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0
451867	11.0	9.0	3.0	18.0	0.0	6.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	2.0	15.0	0.0	9.0	0.0	7.0
451868	0.0	7.0	13.0	11.0	0.0	8.0	4.0	5.0	23.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	19.0	0.0	7.0
451869	0.0	4.0	4.0	1.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	3.0
451870	0.0	4.0	1.0	4.0	0.0	5.0	2.0	1.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	4.0
451871	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0
451872	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
451873	0.0	3.0	1.0	1.0	0.0	2.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
451874	0.0	4.0	3.0	4.0	0.0	5.0	2.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	5.0
451875	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
451876	1.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	1.0
451877	0.0	15.0	5.0	10.0	0.0	10.0	6.0	4.0	17.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	8.0
451878	0.0	8.0	6.0	2.0	0.0	5.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0	7.0
451879	0.0	22.0	12.0	13.0	0.0	13.0	1.0	1.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	13.0
451880	5.0	22.0	12.0	22.0	7.0	12.0	11.0	12.0	17.0	3.0	0.0	0.0	1.0	6.0	14.0	6.0	30.0	5.0	14.0
451881	0.0	7.0	3.0	5.0	0.0	2.0	2.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	13.0	0.0	3.0
451882	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
