corresponding_gene_call	nS_gene_popular_consensus	nN_gene_popular_consensus
129056	309.3333333333332	1367.6666666666667
129057	140.6666666666663	582.3333333333337
129058	114.66666666666612	524.3333333333339
129059	424.33333333332666	1744.6666666666733
129060	128.3333333333326	561.6666666666674
129061	134.99999999999946	489.00000000000057
129062	123.33333333333266	485.6666666666673
129063	191.66666666666774	744.3333333333322
129064	402.3333333333279	1568.666666666672
129065	77.66666666666664	246.33333333333337
250475	39.0	144.0
250476	217.66666666666848	847.3333333333316
250477	114.99999999999945	512.0000000000006
250478	362.3333333333302	1536.6666666666697
250479	50.66666666666675	246.33333333333326
250480	112.99999999999947	493.0000000000005
250481	382.33333333332905	1438.666666666671
250482	55.000000000000114	220.9999999999999
250483	50.00000000000008	177.99999999999991
258806	168.33333333333374	725.6666666666663
258807	43.333333333333364	148.66666666666663
258808	53.66666666666677	237.33333333333323
258809	160.3333333333335	673.6666666666665
258810	275.0000000000018	1215.9999999999982
258811	163.3333333333336	757.6666666666664
258812	166.00000000000034	736.9999999999997
258813	99.99999999999966	362.00000000000034
258814	139.9999999999996	526.0000000000005
258815	88.99999999999982	373.00000000000017
258816	74.66666666666669	345.3333333333333
258817	158.6666666666668	702.3333333333333
258818	61.33333333333349	289.6666666666665
258819	67.66666666666679	292.3333333333332
258821	170.00000000000045	714.9999999999995
258822	151.6666666666666	718.3333333333334
258823	514.6666666666553	2017.3333333333449
258824	496.9999999999892	1723.000000000011
258825	259.66666666666936	1018.3333333333306
258826	419.9999999999936	1896.0000000000064
258827	102.33333333333296	386.666666666667
258828	43.00000000000003	184.99999999999997
258829	106.99999999999956	460.00000000000045
258830	475.6666666666571	2092.333333333343
258831	206.33333333333482	849.6666666666652
258832	160.66666666666686	757.3333333333331
258833	182.33333333333414	744.6666666666658
261790	340.99999999999807	1135.0000000000018
261791	92.66666666666643	408.3333333333336
261792	87.33333333333317	386.66666666666686
261793	106.99999999999956	517.0000000000005
262339	71.66666666666673	258.33333333333326
262340	249.66666666666939	1151.3333333333305
262341	654.0000000000044	2387.9999999999955
262342	135.66666666666615	554.3333333333338
262343	135.66666666666615	605.3333333333338
296246	16.333333333333343	58.66666666666666
296247	251.66666666666944	1014.3333333333305
296248	109.66666666666619	538.3333333333338
296249	44.66666666666671	192.3333333333333
296250	149.3333333333332	633.6666666666667
296251	35.99999999999998	141.00000000000003
296252	76.33333333333333	388.6666666666667
296253	203.33333333333474	810.6666666666653
296254	338.66666666666487	1377.333333333335
300972	96.66666666666637	425.3333333333336
300973	203.0000000000014	774.9999999999986
300974	98.66666666666634	429.33333333333366
300975	155.33333333333337	666.6666666666666
300976	246.33333333333596	962.666666666664
300977	294.00000000000074	1256.9999999999993
300978	128.66666666666595	552.333333333334
300979	237.00000000000236	863.9999999999976
323127	301.66666666666697	1003.333333333333
451861	213.00000000000168	848.9999999999983
451862	341.6666666666647	1464.3333333333353
451863	142.333333333333	589.666666666667
451864	261.66666666666924	1022.3333333333308
451865	122.33333333333267	495.6666666666673
451866	141.33333333333297	614.666666666667
451867	75.33333333333334	347.66666666666663
451868	353.3333333333307	1257.6666666666692
451869	165.0000000000003	689.9999999999997
451870	341.3333333333314	1209.6666666666686
451871	95.99999999999972	438.0000000000003
451872	96.66666666666637	422.3333333333336
451873	66.00000000000014	209.99999999999986
451874	178.66666666666737	622.3333333333326
451875	78.66666666666663	326.33333333333337
451876	104.99999999999959	501.0000000000004
451877	230.00000000000216	915.9999999999978
451878	143.66666666666637	666.3333333333336
451879	230.3333333333355	981.6666666666645
451880	348.6666666666643	1385.3333333333358
451881	211.6666666666683	802.3333333333317
451882	96.9999999999997	395.0000000000003
451883	50.333333333333414	195.66666666666657
451884	57.6666666666668	257.3333333333332
451885	129.33333333333263	545.6666666666674
451886	188.00000000000097	840.9999999999991
451887	197.00000000000122	867.9999999999987
451888	483.3333333333233	1940.6666666666767
451889	394.33333333332837	1501.6666666666715
451890	163.3333333333336	598.6666666666664
462442	251.00000000000276	975.9999999999973
462443	220.00000000000188	943.9999999999982
462444	167.3333333333337	753.6666666666663
462445	337.99999999999824	1351.0000000000018
462446	233.66666666666893	1011.3333333333311
462447	325.6666666666656	1276.3333333333344
462448	493.33333333332274	1924.6666666666772
462449	240.66666666666913	1067.3333333333308
462450	86.33333333333319	354.6666666666668
462451	41.000000000000014	199.0
462452	81.33333333333326	365.66666666666674
462454	189.33333333333434	734.6666666666656
462455	256.0000000000029	1015.999999999997
462456	182.0000000000008	663.9999999999992
462457	184.00000000000085	658.9999999999991
462458	306.00000000000006	1302.0
462459	162.33333333333357	665.6666666666664
462460	133.6666666666661	502.33333333333394
462461	334.9999999999984	1522.0000000000016
462462	264.33333333333576	1145.6666666666642
462463	82.33333333333324	280.66666666666674
462464	100.66666666666632	382.3333333333337
462465	199.33333333333462	787.6666666666654
462466	132.66666666666606	587.3333333333339
462468	248.66666666666936	1041.3333333333308
462469	110.66666666666617	420.3333333333338
462470	129.66666666666598	572.333333333334
462471	69.66666666666676	314.33333333333326
462472	49.33333333333341	235.6666666666666
462473	113.66666666666613	459.3333333333339
462474	223.66666666666865	988.3333333333313
462475	450.3333333333252	2066.6666666666747
470287	61.000000000000156	262.99999999999983
470288	81.99999999999991	398.0000000000001
470289	113.66666666666613	525.3333333333338
470290	131.99999999999937	528.0000000000007
470291	273.33333333333525	1052.6666666666647
542675	205.00000000000145	721.9999999999985
542676	52.33333333333343	235.66666666666657
542677	37.33333333333332	169.66666666666669
542678	85.99999999999986	274.0000000000001
691509	23.999999999999982	105.00000000000001
691510	28.3333333333333	115.6666666666667
691511	241.00000000000247	1105.9999999999975
691512	215.00000000000173	897.9999999999983
691513	44.000000000000036	171.99999999999997
691514	390.9999999999952	1544.0000000000048
691515	521.9999999999894	1944.0000000000105
691516	91.66666666666644	394.33333333333354
691517	171.33333333333383	623.6666666666662
691518	874.3333333333628	3325.666666666637
691519	159.00000000000014	587.9999999999999
691520	88.33333333333316	379.66666666666686
691521	110.66666666666617	444.3333333333338
691522	485.3333333333232	1743.6666666666767
691523	160.00000000000017	697.9999999999998
691524	125.33333333333263	558.6666666666674
691525	146.33333333333312	672.6666666666669
691526	55.666666666666785	208.3333333333332
691527	97.66666666666636	394.33333333333366
691528	195.3333333333345	755.6666666666655
691529	148.33333333333317	568.6666666666669
691530	269.6666666666688	1035.3333333333312
691531	77.66666666666664	324.33333333333337
691532	313.333333333333	1273.666666666667
745868	29.66666666666663	117.33333333333337
745869	197.00000000000122	735.9999999999987
745870	367.99999999999653	1300.0000000000034
745871	152.99999999999997	609.0
745872	316.6666666666661	1198.333333333334
748541	42.66666666666669	149.33333333333331
748542	141.99999999999966	539.0000000000003
748543	207.0000000000015	803.9999999999985
748544	105.33333333333292	440.6666666666671
748545	58.666666666666806	262.3333333333332
748546	234.66666666666896	959.333333333331
748547	175.66666666666728	706.3333333333327
748548	20.33333333333333	81.66666666666667
836353	64.00000000000017	277.99999999999983
836354	231.33333333333553	878.6666666666645
907063	308.33333333333326	1134.6666666666667
907064	168.66666666666708	665.3333333333329
907065	115.33333333333277	544.6666666666672
907066	306.6666666666667	1355.3333333333333
907067	106.3333333333329	487.6666666666671
907068	171.66666666666717	716.3333333333328
907069	136.99999999999952	610.0000000000005
907070	209.66666666666825	924.3333333333318
907071	93.66666666666642	443.3333333333336
907072	125.33333333333263	609.6666666666674
907073	231.66666666666887	788.3333333333311
907074	172.0000000000005	679.9999999999995
907075	101.33333333333297	408.666666666667
907076	36.333333333333314	155.66666666666669
909451	399.9999999999947	1751.0000000000052
929210	179.6666666666674	630.3333333333326
929211	119.66666666666605	525.3333333333339
929212	252.00000000000279	1013.9999999999973
929213	285.33333333333456	1178.6666666666654
929214	321.99999999999915	1328.000000000001
929215	198.66666666666794	737.3333333333321
929216	222.00000000000193	827.9999999999981
929217	189.33333333333434	731.6666666666656
929218	84.66666666666654	317.3333333333335
929219	480.9999999999901	1910.00000000001
929220	228.6666666666688	998.3333333333312
929221	156.3333333333334	626.6666666666666
929222	208.66666666666822	772.3333333333318
929223	257.00000000000284	1068.9999999999973
929224	140.33333333333294	642.6666666666671
929225	125.33333333333263	513.6666666666674
943037	108.99999999999953	500.00000000000045
943038	189.66666666666768	701.3333333333323
943039	300.0000000000004	1121.9999999999995
943040	262.00000000000256	1144.9999999999975
958277	100.66666666666632	406.3333333333337
958278	199.00000000000128	745.9999999999987
958279	261.66666666666924	923.3333333333308
958280	447.66666666665867	1628.3333333333412
958281	100.66666666666632	367.3333333333337
958282	95.99999999999972	324.0000000000003
958283	97.33333333333303	379.66666666666697
958284	252.66666666666947	965.3333333333305
1004517	9.333333333333332	56.66666666666667
1004518	244.66666666666924	1096.3333333333308
1004519	117.9999999999994	491.00000000000057
1004520	46.333333333333385	187.66666666666663
1004521	85.3333333333332	373.6666666666668
1009719	342.3333333333313	1481.6666666666688
1009720	160.66666666666686	652.3333333333331
1009721	161.66666666666688	753.3333333333331
1009722	281.6666666666681	1164.333333333332
1009723	172.0000000000005	697.9999999999995
1009724	224.66666666666868	921.3333333333313
1009725	49.00000000000007	217.99999999999994
1009727	215.66666666666842	843.3333333333316
1009728	346.6666666666644	1543.3333333333355
1009729	288.0000000000011	1109.9999999999989
1009730	80.99999999999993	354.00000000000006
1009731	236.33333333333567	969.6666666666644
1009732	117.9999999999994	479.00000000000057
1009733	145.3333333333331	589.666666666667
1009734	222.00000000000193	842.9999999999981
1131704	165.0000000000003	692.9999999999997
1131705	225.00000000000202	962.999999999998
1131706	18.333333333333336	89.66666666666666
1159919	115.6666666666661	496.3333333333339
1159920	160.3333333333335	664.6666666666665
1159921	72.66666666666671	287.33333333333326
1159922	117.33333333333275	434.66666666666725
1159923	83.33333333333323	312.66666666666674
1159925	113.99999999999946	438.00000000000057
1159926	65.00000000000016	258.99999999999983
1159927	85.66666666666653	283.3333333333335
1159928	52.666666666666764	208.33333333333323
1159929	96.33333333333304	383.66666666666697
1159930	92.66666666666643	330.3333333333336
1159931	153.33333333333331	578.6666666666667
1159932	114.66666666666612	434.3333333333339
1159933	54.00000000000011	212.9999999999999
1159934	180.66666666666742	662.3333333333326
1159935	59.33333333333348	243.66666666666652
1159936	99.99999999999966	398.00000000000034
1212842	308.9999999999999	1038.0
1212843	58.666666666666806	205.3333333333332
1212844	84.66666666666654	410.3333333333335
1212845	212.66666666666833	873.3333333333317
1212846	63.66666666666684	275.33333333333314
1212847	61.33333333333349	241.66666666666652
1212848	301.00000000000034	1234.9999999999995
1212849	202.3333333333347	766.6666666666653
1212850	231.66666666666887	923.3333333333311
1212851	39.66666666666667	161.33333333333331
1212852	302.0000000000003	1182.9999999999998
1212853	202.66666666666805	784.3333333333319
1212854	345.33333333333115	1358.6666666666688
1212855	44.66666666666671	201.3333333333333
1212856	42.33333333333336	173.66666666666663
1212857	193.6666666666678	739.3333333333322
1212858	72.33333333333339	275.66666666666663
1215296	44.000000000000036	192.99999999999997
1215297	168.66666666666708	668.3333333333329
1215298	216.00000000000176	782.9999999999982
1215299	218.00000000000182	765.9999999999982
1215300	205.3333333333348	835.6666666666652
1340766	180.00000000000074	698.9999999999993
1340767	212.00000000000165	885.9999999999984
1340768	146.9999999999998	633.0000000000002
1340769	165.0000000000003	749.9999999999997
1340770	54.33333333333344	209.66666666666657
1348277	451.99999999999176	1618.0000000000082
1350770	304.6666666666668	1279.3333333333333
1350771	39.0	198.0
1350772	339.9999999999981	1265.0000000000018
1350773	121.33333333333269	550.6666666666673
1350774	159.66666666666683	740.3333333333331
1350775	231.33333333333553	914.6666666666645
1350776	238.66666666666907	925.333333333331
1350777	242.33333333333584	945.6666666666641
1350778	82.66666666666657	346.3333333333334
1350779	428.99999999999307	1722.0000000000068
1350780	55.33333333333345	178.66666666666654
1350781	123.33333333333266	485.6666666666673
1350782	53.66666666666677	222.33333333333323
1350783	125.33333333333263	534.6666666666674
1350784	89.66666666666647	351.33333333333354
1350785	145.99999999999977	580.0000000000002
1350786	359.999999999997	1290.000000000003
1350787	216.3333333333351	722.6666666666649
1350788	302.3333333333336	1080.6666666666665
1350789	320.6666666666659	1287.3333333333342
1350790	334.9999999999984	1168.0000000000016
1350791	228.6666666666688	779.3333333333312
1350792	64.3333333333335	259.6666666666665
1350793	178.66666666666737	697.3333333333326
1350794	100.33333333333299	403.666666666667
1352383	70.66666666666674	286.33333333333326
1352384	135.66666666666615	587.3333333333338
1352385	209.3333333333349	888.6666666666652
1352386	291.66666666666754	1094.3333333333326
1352387	35.66666666666664	132.33333333333337
1352388	282.66666666666805	1067.333333333332
1352389	98.99999999999967	432.00000000000034
1352390	155.33333333333337	681.6666666666666
1352391	165.0000000000003	713.9999999999997
1352392	272.6666666666686	1191.3333333333314
1366054	80.99999999999993	231.00000000000006
1366055	386.99999999999545	1368.0000000000045
1366056	237.3333333333357	917.6666666666642
1366057	171.00000000000048	719.9999999999995
1366058	77.99999999999997	354.0
1366059	116.99999999999942	462.00000000000057
1366060	54.66666666666678	245.33333333333323
1366061	141.99999999999966	641.0000000000003
1366062	199.33333333333462	934.6666666666654
1366063	82.66666666666657	364.3333333333334
1366064	36.999999999999986	149.0
1371994	55.33333333333345	193.66666666666654
1371995	123.66666666666599	527.333333333334
1371996	79.99999999999994	304.00000000000006
1409095	384.66666666666225	1208.3333333333378
1409096	164.33333333333363	594.6666666666664
1409097	195.00000000000117	770.9999999999989
1409098	269.6666666666688	1101.3333333333312
1409099	88.99999999999982	418.00000000000017
1409100	88.66666666666649	364.3333333333335
1409101	93.33333333333309	404.6666666666669
1409102	43.00000000000003	196.99999999999997
1409103	280.00000000000153	1117.9999999999984
1409104	147.6666666666665	533.3333333333335
1430143	117.9999999999994	482.00000000000057
1430144	202.66666666666805	673.3333333333319
1430145	44.33333333333337	192.66666666666663
1430146	134.33333333333277	582.6666666666672
1430147	186.6666666666676	755.3333333333323
1430148	380.33333333332916	1422.6666666666708
1430149	188.66666666666765	822.3333333333323
1430150	298.66666666666714	1096.3333333333328
1430151	285.00000000000125	1079.9999999999986
1430152	218.6666666666685	783.3333333333314
1430153	213.66666666666836	863.3333333333317
1430154	417.33333333332706	1961.6666666666729
1430155	287.00000000000114	1023.9999999999989
1430156	358.66666666666373	1531.3333333333362
1430157	38.33333333333333	144.66666666666669
1430158	283.00000000000136	1108.9999999999986
1592604	348.333333333331	1454.666666666669
1592605	172.33333333333385	754.6666666666662
1592606	144.33333333333306	662.666666666667
1592607	362.3333333333302	1374.6666666666697
1592608	229.33333333333547	847.6666666666645
1592609	137.6666666666662	555.3333333333338
1592610	143.66666666666637	570.3333333333336
1592611	62.00000000000016	264.99999999999983
1592612	348.6666666666643	1631.3333333333358
1592613	317.33333333333275	1326.6666666666672
1592614	141.33333333333297	638.666666666667
1592615	190.6666666666677	652.3333333333323
1592616	66.33333333333347	209.66666666666652
1619105	48.666666666666735	221.33333333333326
1619106	82.9999999999999	379.0000000000001
1619107	193.0000000000011	697.9999999999989
1619108	217.0000000000018	877.9999999999982
1619109	132.33333333333272	512.6666666666673
1619110	69.0000000000001	320.9999999999999
1635481	86.33333333333319	357.6666666666668
1635482	513.9999999999885	1991.0000000000114
1654858	349.99999999999756	1297.0000000000025
1654859	408.3333333333276	1742.6666666666724
1654860	213.00000000000168	932.9999999999983
1662247	23.66666666666665	99.33333333333334
1662248	285.6666666666679	1064.3333333333321
1662249	220.00000000000188	925.9999999999982
1662250	97.99999999999969	502.00000000000034
1794728	115.33333333333277	511.6666666666672
1794729	121.66666666666602	547.3333333333339
1794730	200.33333333333465	708.6666666666654
1794731	75.33333333333334	296.66666666666663
1794732	155.33333333333337	621.6666666666666
1794733	238.33333333333573	1165.6666666666642
1794734	192.33333333333442	809.6666666666656
1794735	175.66666666666728	700.3333333333327
1794736	280.00000000000153	1138.9999999999984
1794737	235.666666666669	1081.333333333331
1794738	105.66666666666625	443.33333333333377
1802414	303.66666666666686	1037.333333333333
1802415	21.333333333333325	98.66666666666667
1802416	36.66666666666665	167.33333333333334
1802417	95.66666666666639	396.3333333333336
1802418	463.66666666665776	1882.3333333333421
1802419	215.33333333333508	918.6666666666649
1802420	83.66666666666656	282.3333333333334
1802421	346.9999999999977	1315.0000000000023
1802422	84.66666666666654	386.3333333333335
1802423	233.66666666666893	966.3333333333311
1802424	166.66666666666703	781.333333333333
1802425	99.333333333333	446.66666666666697
1802426	79.33333333333329	334.66666666666674
1802427	527.9999999999901	2229.00000000001
1802428	182.33333333333414	723.6666666666658
1802429	29.66666666666663	102.33333333333337
1803700	185.33333333333422	702.6666666666658
1806625	77.66666666666664	360.33333333333337
1806626	158.33333333333346	684.6666666666665
1806627	89.9999999999998	372.0000000000002
1806628	110.9999999999995	462.0000000000005
1806629	163.66666666666694	742.333333333333
1806630	206.33333333333482	882.6666666666652
1806631	178.00000000000068	682.9999999999993
1806632	846.3333333333596	3452.6666666666406
1806633	333.99999999999847	1313.0000000000016
1807483	106.99999999999956	454.00000000000045
1807484	114.66666666666612	464.3333333333339
1807485	201.66666666666802	845.333333333332
1807486	138.3333333333329	596.6666666666671
1807487	100.99999999999964	505.00000000000034
1807488	331.66666666666526	1468.3333333333348
1807489	125.33333333333263	507.66666666666737
1807490	24.666666666666647	122.33333333333336
1807491	86.66666666666652	396.3333333333335
1807492	200.33333333333465	786.6666666666654
1807493	138.99999999999957	479.00000000000045
1842121	233.3333333333356	843.6666666666645
1842122	106.99999999999956	445.00000000000045
1842123	140.33333333333294	570.6666666666671
1842124	180.00000000000074	701.9999999999993
1842125	143.33333333333303	612.666666666667
1842126	227.66666666666876	993.3333333333312
1842127	196.66666666666788	772.3333333333321
1847182	35.66666666666664	144.33333333333337
1847183	75.66666666666667	359.3333333333333
1847184	101.33333333333297	441.666666666667
1847185	151.99999999999994	676.0
1847186	217.0000000000018	862.9999999999982
1847187	57.00000000000013	245.9999999999999
1847188	324.999999999999	1358.000000000001
1847189	160.66666666666686	700.3333333333331
1847190	122.666666666666	519.3333333333339
1847191	59.33333333333348	237.66666666666652
1847192	119.66666666666605	414.33333333333394
1851583	79.99999999999994	304.00000000000006
1851584	225.00000000000202	911.999999999998
1851585	288.0000000000011	1070.9999999999989
1851586	101.6666666666663	402.3333333333337
1851587	312.99999999999966	1250.0000000000005
1851588	37.66666666666666	121.33333333333334
1851589	105.66666666666625	428.33333333333377
1851590	101.99999999999963	393.00000000000034
1851591	169.6666666666671	730.3333333333329
1851592	125.66666666666596	516.333333333334
1851593	173.66666666666723	729.3333333333328
1851594	100.66666666666632	442.3333333333337
1851595	86.99999999999984	369.00000000000017
1851596	274.3333333333352	1135.6666666666647
1851597	43.6666666666667	208.33333333333331
1851598	279.6666666666682	1127.3333333333317
1851599	249.66666666666939	998.3333333333306
1851600	50.333333333333414	180.66666666666657
1851601	70.00000000000009	280.9999999999999
1851602	38.666666666666664	153.33333333333334
1851603	100.99999999999964	418.00000000000034
1851604	103.33333333333294	430.6666666666671
1851605	344.6666666666645	1203.3333333333355
1851606	185.00000000000088	717.9999999999991
1853827	107.33333333333289	477.6666666666671
1853828	130.99999999999935	559.0000000000007
1853829	124.33333333333265	574.6666666666673
1853830	280.00000000000153	1060.9999999999984
1853831	37.33333333333332	154.66666666666669
1895945	79.99999999999994	319.00000000000006
1895946	170.00000000000045	717.9999999999995
1902524	257.00000000000284	1005.9999999999972
1902525	161.66666666666688	594.3333333333331
1902526	66.33333333333347	248.66666666666652
1902527	261.33333333333593	983.666666666664
1902528	73.00000000000004	289.99999999999994
1902529	198.66666666666794	881.3333333333321
1902530	228.33333333333545	899.6666666666646
1902531	228.0000000000021	1130.999999999998
1902532	163.3333333333336	703.6666666666664
1902533	258.3333333333361	1049.6666666666638
1902534	676.3333333333403	2815.6666666666597
1902535	63.333333333333506	239.6666666666665
1911302	19.0	80.0
1911303	135.3333333333328	473.6666666666672
2019416	225.00000000000202	839.999999999998
2019417	37.66666666666666	145.33333333333334
2019418	172.33333333333385	709.6666666666662
2019419	212.66666666666833	1008.3333333333317
2019420	104.33333333333293	420.6666666666671
2019421	200.33333333333465	744.6666666666654
2029653	337.99999999999824	1195.0000000000018
2029654	106.99999999999956	412.00000000000045
2029655	168.66666666666708	698.3333333333329
2029656	124.66666666666598	490.33333333333405
2029657	261.33333333333593	1007.666666666664
2082851	22.33333333333332	85.66666666666669
2082852	196.33333333333454	748.6666666666655
2082853	95.33333333333306	291.66666666666697
2098398	87.33333333333317	359.66666666666686
2098399	393.66666666666174	1622.3333333333383
